"rent" "floor.size" "year" "location" "Gute.Wohnlage" "Beste.Wohnlage" "Keine.Wwv" "Keine.Zh" "Kein.Badkach" "Besond.Bad" "Gehobene.Kueche" "zim1" "zim2" "zim3" "zim4" "zim5" "zim6"
10.55 70 1948 376 1 0 0 0 0 0 0 0 0 1 0 0 0
9.35 82 1918 371 1 0 0 0 0 0 0 0 0 1 0 0 0
7.22 71 1960 223 0 0 0 0 0 0 0 0 0 1 0 0 0
6.7 65 1957 28 0 0 0 0 1 1 0 0 1 0 0 0 0
9.96 77 1983 52 0 0 0 0 0 0 1 0 0 1 0 0 0
2.3 46 1957 89 1 0 0 0 1 0 0 0 1 0 0 0 0
10.02 110 1957 20 1 0 0 0 0 0 0 0 0 0 1 0 0
4.61 65 1957 25 1 0 0 0 0 0 0 0 0 1 0 0 0
12.74 93 1998 43 1 0 0 0 0 0 1 0 0 1 0 0 0
9.47 74 1974 183 0 0 0 0 0 0 0 0 0 0 1 0 0
10.01 28 1918 255 1 0 0 0 1 0 0 1 0 0 0 0 0
6.85 60 1974 286 0 0 0 0 1 0 0 0 1 0 0 0 0
10.23 85 1957 84 0 0 0 0 0 0 0 0 0 1 0 0 0
9.48 84 1960 20 1 0 0 0 0 0 0 0 0 0 1 0 0
12.45 54 1994 89 1 0 0 0 0 0 0 0 1 0 0 0 0
6.26 65 1966 152 0 0 0 0 0 0 0 0 1 0 0 0 0
4.06 41 1918 146 1 0 1 0 0 0 0 0 1 0 0 0 0
6.08 62 1960 209 0 0 0 0 0 0 0 0 0 1 0 0 0
8.73 116 2001 201 0 0 0 0 0 1 0 0 0 0 0 0 1
9.59 40 1969 165 1 0 0 0 0 0 0 1 0 0 0 0 0
9.68 103 1948 43 1 0 0 0 0 0 0 0 0 1 0 0 0
7.86 52 1957 144 1 0 0 0 0 0 0 1 0 0 0 0 0
5.76 91 1924 102 0 0 0 0 0 0 0 0 0 1 0 0 0
6.27 51 1957 73 0 0 0 0 1 0 0 0 1 0 0 0 0
9.71 79 1957 133 1 0 0 0 1 0 0 0 1 0 0 0 0
11.31 85 1924 173 1 0 0 0 0 0 1 0 0 0 1 0 0
8.02 88 1972 303 0 0 0 0 0 1 0 0 0 0 1 0 0
7.75 90 1960 146 0 1 0 0 1 0 0 0 0 0 1 0 0
10.4 59 1993 281 0 0 0 0 0 0 0 0 1 0 0 0 0
7.02 80 1966 282 0 0 0 0 1 1 0 0 0 1 0 0 0
10.15 46 1957 275 0 0 0 0 0 0 0 0 1 0 0 0 0
7.5 70 1992 325 1 0 0 0 0 0 1 0 1 0 0 0 0
10.86 89 1988 192 1 0 0 0 0 0 0 0 0 0 0 1 0
5.62 69 1939 30 0 0 0 0 0 0 0 0 0 1 0 0 0
8.46 42 1966 223 1 0 0 0 0 0 0 0 1 0 0 0 0
10.17 88 1960 295 0 0 0 0 0 0 0 0 0 1 0 0 0
4.03 100 1918 30 1 0 0 0 0 0 0 0 0 0 1 0 0
12.16 90 1990 293 0 0 0 0 0 0 0 0 0 1 0 0 0
8.31 47 1957 340 1 0 0 0 0 0 0 0 1 0 0 0 0
11.04 62 1981 40 1 0 0 0 0 0 0 0 0 1 0 0 0
10.55 51 1918 20 1 0 0 1 0 0 0 0 1 0 0 0 0
9.91 79 1957 325 1 0 0 0 0 0 0 0 0 1 0 0 0
10.08 82 1957 28 0 0 0 0 0 0 0 0 0 1 0 0 0
4.45 50 1966 361 0 0 0 0 0 0 0 0 1 0 0 0 0
10.44 37 1918 54 0 0 0 0 0 0 0 1 0 0 0 0 0
3.18 87 1948 102 0 0 0 0 0 0 0 0 0 0 1 0 0
7.48 54 1960 127 1 0 0 0 0 0 0 0 1 0 0 0 0
6.26 40 1968 336 0 0 0 0 0 0 0 0 1 0 0 0 0
10.54 40 1993 181 0 0 0 0 0 0 0 0 1 0 0 0 0
2.3 43 1948 167 0 0 0 1 1 0 0 0 1 0 0 0 0
10.68 74 1983 362 1 0 0 0 0 1 0 0 1 0 0 0 0
6.79 82 1957 20 1 0 0 0 0 0 0 0 0 1 0 0 0
11.37 32 1918 47 1 0 0 0 0 0 0 1 0 0 0 0 0
6.88 136 1918 40 1 0 0 0 0 0 0 0 0 0 0 1 0
11.78 72 1918 277 0 0 0 0 0 0 0 0 0 1 0 0 0
2.39 52 1957 126 1 0 0 0 0 0 0 0 1 0 0 0 0
8.09 66 1966 126 1 0 0 0 0 0 0 0 1 0 0 0 0
3.23 104 1960 250 1 0 0 0 1 1 0 0 0 0 0 1 0
8.21 51 2000 148 0 0 0 0 0 0 1 0 1 0 0 0 0
10.3 83 1948 144 1 0 0 0 0 0 0 0 0 1 0 0 0
12.05 56 1957 49 0 0 0 0 0 0 0 0 1 0 0 0 0
10.59 77 1985 29 1 0 0 0 0 0 0 0 0 1 0 0 0
11.21 33 1957 144 1 0 0 0 0 0 0 1 0 0 0 0 0
4.65 95 1957 84 0 0 0 0 0 0 0 0 0 1 0 0 0
8.18 50 1957 64 0 0 0 1 0 0 0 0 1 0 0 0 0
6.55 87 1957 298 1 0 0 0 0 0 0 0 0 1 0 0 0
8.29 74 1974 248 0 0 0 0 0 0 0 0 0 1 0 0 0
4.83 75 1918 84 0 0 0 1 0 0 0 0 0 0 1 0 0
7.87 77 1960 110 0 0 0 0 0 0 0 0 0 0 1 0 0
6.5 60 1988 181 0 0 0 0 0 0 0 0 1 0 0 0 0
5.83 96 1973 43 1 0 0 0 0 0 0 0 0 1 0 0 0
7.82 73 1966 293 0 0 0 0 0 0 0 0 0 1 0 0 0
8.74 79 1957 28 0 0 0 0 1 0 0 0 0 1 0 0 0
10.33 63 1997 35 1 0 0 0 0 0 1 0 1 0 0 0 0
7.53 56 1960 207 0 0 0 0 0 0 0 0 0 1 0 0 0
6.41 110 1918 101 1 0 0 0 0 0 0 0 0 0 1 0 0
12.27 40 1972 29 1 0 0 0 0 0 0 0 1 0 0 0 0
8.44 70 1997 242 0 0 0 0 0 0 1 0 0 1 0 0 0
11.45 47 1974 108 0 0 0 0 0 0 0 0 1 0 0 0 0
7.53 49 1957 21 1 0 0 0 0 0 0 0 1 0 0 0 0
17.45 22 1972 320 0 0 0 0 0 0 0 1 0 0 0 0 0
8.21 62 1966 105 1 0 0 0 0 0 0 0 0 1 0 0 0
8.6 107 1966 61 1 0 0 0 0 0 0 0 0 0 1 0 0
8.53 89 1960 289 0 0 0 0 1 0 0 0 0 0 1 0 0
7.61 86 1969 276 0 0 0 0 0 0 0 0 0 0 1 0 0
9.68 28 1968 269 0 0 0 0 0 0 0 1 0 0 0 0 0
10.79 45 1966 49 1 0 0 0 0 0 0 0 1 0 0 0 0
10.92 87 1974 38 1 0 0 0 0 0 0 0 0 1 0 0 0
12.3 64 1918 40 1 0 0 0 0 0 1 0 1 0 0 0 0
8.37 110 1918 40 1 0 0 0 0 0 0 0 0 0 1 0 0
3.57 70 1968 213 0 0 0 0 0 0 0 0 0 1 0 0 0
6.91 71 1957 123 0 0 0 0 1 0 0 0 0 1 0 0 0
11.19 50 1989 293 0 0 0 0 0 0 1 0 1 0 0 0 0
12.71 35 1966 207 1 0 0 0 0 0 0 1 0 0 0 0 0
7.36 37 1918 80 0 0 0 1 0 0 0 1 0 0 0 0 0
9.15 81 1918 46 0 0 0 0 0 0 0 0 0 1 0 0 0
4.15 70 1939 8 1 0 0 1 0 0 0 0 1 0 0 0 0
6.35 61 1966 292 0 0 0 0 0 0 0 0 0 1 0 0 0
5.63 64 1918 340 1 0 0 1 0 0 0 0 1 0 0 0 0
8.89 96 1997 249 1 0 0 0 0 1 0 0 0 1 0 0 0
11.87 90 1977 276 1 0 0 0 0 0 1 0 0 0 1 0 0
6.92 52 1966 355 0 0 0 0 1 0 0 1 0 0 0 0 0
10.82 120 1990 286 0 0 0 0 0 0 0 0 0 0 0 1 0
9.18 68 1993 123 0 0 0 0 0 0 0 0 1 0 0 0 0
10.37 34 1970 118 0 0 0 0 0 0 0 1 0 0 0 0 0
9.78 58 1918 81 0 0 0 1 0 0 0 0 1 0 0 0 0
5.76 98 1918 79 0 0 0 0 1 0 0 0 0 1 0 0 0
8.72 84 1957 276 0 0 0 0 0 0 0 0 0 0 1 0 0
11.65 61 1983 25 1 0 0 0 0 1 0 0 1 0 0 0 0
12.04 48 1984 185 0 0 0 0 1 0 0 0 1 0 0 0 0
9 100 1966 126 1 0 0 0 0 1 0 0 0 0 1 0 0
9.19 45 1984 255 1 0 0 0 0 0 0 0 1 0 0 0 0
8.99 66 1966 53 0 0 0 0 0 0 0 0 0 1 0 0 0
8.28 63 1974 248 1 0 0 0 0 0 0 0 1 0 0 0 0
10.32 45 1968 235 1 0 0 0 0 0 0 0 1 0 0 0 0
7.78 38 1969 120 0 0 0 0 0 0 0 1 0 0 0 0 0
6.41 125 1957 366 1 0 0 0 0 0 0 0 0 0 1 0 0
5.53 65 1966 243 0 0 0 0 0 0 0 0 0 1 0 0 0
9.61 69 1993 181 0 0 0 0 0 0 1 0 0 1 0 0 0
9.88 31 1972 144 1 0 0 0 1 0 0 1 0 0 0 0 0
5.86 83 1966 302 0 0 0 0 0 0 0 0 0 0 1 0 0
8.97 50 1982 214 0 0 0 0 0 0 0 0 1 0 0 0 0
10.07 113 1918 133 1 0 0 0 0 1 1 0 0 0 1 0 0
9.76 86 1918 20 1 0 1 0 0 0 0 0 0 1 0 0 0
5.85 48 1957 127 0 0 0 0 0 0 0 0 1 0 0 0 0
8.71 27 1971 322 0 0 0 0 0 0 0 1 0 0 0 0 0
6.76 104 1918 319 0 0 0 0 0 0 0 0 0 0 1 0 0
9.83 48 1960 290 0 0 0 0 0 0 0 0 1 0 0 0 0
7.4 57 1975 316 0 0 0 0 0 0 0 1 0 0 0 0 0
11.14 73 1918 29 1 0 0 0 0 1 0 0 0 1 0 0 0
8.73 65 1991 71 0 0 0 0 0 0 1 0 1 0 0 0 0
12.74 53 1918 145 1 0 0 0 0 0 0 0 1 0 0 0 0
11.62 55 1993 177 1 0 0 0 0 0 1 0 1 0 0 0 0
7.91 128 1972 289 0 0 0 0 0 0 0 0 0 0 1 0 0
8.28 82 1972 167 0 0 0 0 0 0 0 0 0 1 0 0 0
9.28 65 1970 223 0 0 0 0 0 0 1 0 0 1 0 0 0
9.86 80 1918 80 0 0 0 0 1 0 0 0 0 1 0 0 0
6.09 100 1918 46 0 0 1 1 1 0 0 0 0 1 0 0 0
5.4 88 1970 275 0 0 0 0 0 0 0 0 0 0 1 0 0
9.11 73 1974 123 0 0 0 0 0 0 0 0 0 1 0 0 0
6.35 70 1966 243 0 0 0 0 0 0 0 0 0 1 0 0 0
6.86 73 1957 72 1 0 0 0 1 0 0 0 0 1 0 0 0
7.93 58 1982 179 1 0 0 0 0 0 0 0 1 0 0 0 0
10.55 40 1997 148 0 0 0 0 0 0 0 1 0 0 0 0 0
9.57 86 1966 246 1 0 0 0 0 0 0 0 0 1 0 0 0
8.86 135 1995 363 1 0 0 0 0 0 0 0 0 0 0 1 0
7.5 100 1997 362 1 0 0 0 0 1 0 0 0 1 0 0 0
10.53 70 1918 295 1 0 0 0 0 0 0 0 1 0 0 0 0
10.46 81 2000 118 1 0 0 0 0 0 0 0 0 1 0 0 0
11.01 33 1970 223 0 0 0 0 0 0 0 1 0 0 0 0 0
7.01 38 1948 290 0 0 0 0 0 0 0 0 1 0 0 0 0
11.75 77 1998 121 1 0 0 0 0 1 0 0 0 1 0 0 0
8.72 80 1966 292 0 0 0 0 0 0 0 0 1 0 0 0 0
10.52 34 1987 145 1 0 0 0 0 0 0 1 0 0 0 0 0
9.41 74 1994 46 0 0 0 0 0 0 0 0 0 1 0 0 0
5.05 34 1966 102 1 0 0 0 0 0 0 1 0 0 0 0 0
13.83 30 1969 251 1 0 0 0 0 0 0 1 0 0 0 0 0
6.19 79 1948 171 0 0 0 0 0 0 0 0 0 1 0 0 0
9.33 40 1975 46 0 0 0 0 0 0 0 1 0 0 0 0 0
10.77 56 1957 6 1 0 0 0 0 0 0 0 1 0 0 0 0
10.16 83 2000 340 1 0 0 0 0 0 0 0 0 1 0 0 0
3.17 140 1918 15 0 0 1 1 0 0 0 0 0 0 0 1 0
10.08 55 1918 40 1 0 0 0 0 0 0 0 1 0 0 0 0
6.59 93 1924 65 0 0 0 0 0 0 0 0 0 0 1 0 0
3.09 87 1957 39 0 0 0 0 0 0 0 0 0 1 0 0 0
5.93 72 1948 125 0 0 0 0 0 0 0 0 0 1 0 0 0
11.64 85 1918 8 1 0 0 1 0 0 0 0 0 1 0 0 0
4.14 90 1924 45 0 0 0 0 0 0 0 0 0 1 0 0 0
3.96 75 1918 363 0 0 0 1 1 0 0 0 1 0 0 0 0
7.21 94 1974 248 0 0 0 0 0 0 0 0 0 0 1 0 0
4.65 102 1918 28 0 0 0 1 0 0 0 0 0 1 0 0 0
8.5 65 1970 54 0 0 0 0 0 0 0 0 1 0 0 0 0
8.72 44 1918 277 0 0 0 0 0 0 0 1 0 0 0 0 0
7.79 67 1960 289 0 0 0 0 1 0 0 0 0 1 0 0 0
6.74 101 1972 153 0 0 0 0 0 0 0 0 0 0 1 0 0
10.18 70 1996 14 0 0 0 0 0 0 0 0 1 0 0 0 0
9.46 49 1966 152 0 0 0 0 1 0 0 0 1 0 0 0 0
7.67 40 1918 329 1 0 0 0 0 0 0 0 1 0 0 0 0
12.43 93 2000 304 1 0 0 0 0 0 0 0 0 1 0 0 0
7.95 49 1960 174 0 0 0 0 1 0 0 0 1 0 0 0 0
10.13 56 1997 160 1 0 0 0 0 0 0 0 1 0 0 0 0
8.35 67 1990 151 0 0 0 0 0 0 0 0 1 0 0 0 0
3.77 90 1973 157 1 0 0 0 0 1 1 0 0 1 0 0 0
10.64 55 1918 147 1 0 0 0 0 0 0 0 1 0 0 0 0
6.15 82 1957 84 0 0 0 1 1 0 0 0 0 1 0 0 0
11.36 55 1966 349 0 0 0 0 0 0 0 0 1 0 0 0 0
5.51 77 1960 125 0 0 0 0 0 0 0 0 0 1 0 0 0
7.67 46 1918 72 0 0 0 1 0 0 0 0 1 0 0 0 0
7.5 48 1966 189 0 0 0 0 0 0 0 0 1 0 0 0 0
10.86 67 1957 276 0 0 0 0 0 0 0 0 0 0 1 0 0
2.29 92 1948 168 1 0 0 0 0 0 0 0 0 1 0 0 0
8.86 75 1971 322 0 0 0 0 0 0 0 0 0 1 0 0 0
9.45 59 1972 276 0 0 0 0 0 0 0 0 1 0 0 0 0
10.91 60 1957 159 1 0 0 0 0 0 1 0 1 0 0 0 0
8.25 75 1996 204 0 0 0 0 0 0 0 0 1 0 0 0 0
7.56 55 1986 148 0 0 0 0 0 0 0 0 1 0 0 0 0
9.42 110 1957 230 1 0 0 0 0 0 0 0 0 0 1 0 0
10.23 75 1990 174 0 0 0 0 0 0 0 0 0 1 0 0 0
11.08 150 1966 306 0 0 0 0 1 0 0 0 0 0 0 1 0
7.38 60 1966 151 0 0 0 0 0 0 0 0 1 0 0 0 0
9.93 80 1957 315 1 0 0 0 1 0 0 0 0 1 0 0 0
8.58 56 1918 363 1 0 0 0 0 0 0 1 0 0 0 0 0
9.4 64 1972 363 1 0 0 0 0 0 1 0 1 0 0 0 0
5.65 53 1957 172 0 0 0 0 0 0 0 0 0 1 0 0 0
11.41 69 1993 26 0 0 0 0 1 0 1 0 0 1 0 0 0
6.69 57 1957 80 0 0 0 0 0 0 0 0 0 1 0 0 0
9.73 50 1960 133 1 0 0 0 0 0 0 0 1 0 0 0 0
6.14 46 1924 102 0 0 0 0 0 0 0 0 1 0 0 0 0
8.53 86 1975 248 1 0 0 0 0 0 0 0 0 0 0 1 0
5.59 71 1969 349 0 0 0 0 0 0 0 0 0 1 0 0 0
9.11 78 1972 141 0 0 0 0 0 0 0 0 0 1 0 0 0
8.52 78 1972 8 1 0 0 0 0 0 0 0 0 1 0 0 0
10.02 38 1983 268 0 0 0 0 0 0 0 1 0 0 0 0 0
7.79 65 1966 209 0 0 0 0 1 0 0 0 0 1 0 0 0
9.76 55 1973 89 1 0 0 0 0 0 0 0 1 0 0 0 0
5.41 74 1966 65 0 0 0 0 0 0 0 0 0 1 0 0 0
8.93 70 1966 280 0 0 0 0 0 0 0 0 0 1 0 0 0
11.47 30 1971 59 1 0 0 0 0 0 0 1 0 0 0 0 0
11.06 58 1985 290 0 0 0 0 0 0 0 0 1 0 0 0 0
11.89 90 1981 255 1 0 0 0 0 0 0 0 1 0 0 0 0
12.09 22 1973 174 0 0 0 0 0 0 0 1 0 0 0 0 0
7.25 75 1924 171 0 0 0 0 0 0 0 0 1 0 0 0 0
6.36 73 1960 144 1 0 0 0 0 0 0 0 0 1 0 0 0
11.48 54 1980 17 0 0 0 0 0 0 0 0 1 0 0 0 0
9.89 125 1918 37 1 0 0 0 0 0 0 0 0 0 0 1 0
4.04 70 1918 363 1 0 0 0 1 0 0 0 1 0 0 0 0
7.11 66 1966 243 0 0 0 0 1 0 0 0 0 1 0 0 0
17.27 61 1997 68 0 0 0 0 0 0 1 0 1 0 0 0 0
10.21 78 1957 255 1 0 0 0 0 0 0 0 0 1 0 0 0
11.13 55 1998 127 1 0 0 0 0 0 0 0 1 0 0 0 0
8.81 65 1960 290 0 0 0 0 1 0 0 0 0 0 1 0 0
11.39 77 1998 232 1 0 0 0 0 0 1 0 0 1 0 0 0
8.53 42 1957 33 1 0 0 0 0 0 0 0 1 0 0 0 0
10.12 50 1987 181 0 0 0 0 0 0 1 0 1 0 0 0 0
10.12 94 1988 199 1 0 0 0 0 1 0 0 1 0 0 0 0
8.64 71 1989 154 0 0 0 0 0 0 0 0 0 1 0 0 0
6.94 80 1972 153 0 0 0 0 0 0 0 0 0 1 0 0 0
5.02 63 1918 357 0 0 0 0 0 0 0 0 1 0 0 0 0
7.92 43 2000 290 0 0 0 0 0 0 0 0 1 0 0 0 0
9.48 59 1989 293 0 0 0 0 0 0 0 0 1 0 0 0 0
7.96 140 1966 320 0 0 0 0 0 0 0 0 0 0 0 1 0
6.97 63 1957 123 0 0 0 0 0 0 0 0 0 1 0 0 0
10.01 66 1991 325 1 0 0 0 0 0 1 0 1 0 0 0 0
7.53 83 1972 153 0 0 0 0 0 0 0 0 0 1 0 0 0
13.68 70 1957 20 1 0 0 0 0 1 0 0 1 0 0 0 0
8.73 58 1969 64 0 0 0 0 0 0 0 0 1 0 0 0 0
7.87 86 1968 72 0 0 0 0 1 0 0 0 0 0 1 0 0
9.61 133 1957 23 1 0 0 0 0 0 0 0 0 0 1 0 0
9.84 80 1924 88 1 0 0 1 1 0 0 0 1 0 0 0 0
7.24 78 1984 179 1 0 0 0 0 0 0 0 1 0 0 0 0
4.78 70 1924 144 1 0 0 0 0 0 0 0 0 1 0 0 0
4.03 90 1918 363 0 0 0 1 0 0 0 0 1 0 0 0 0
4.11 64 1939 21 1 0 1 1 1 0 0 0 1 0 0 0 0
10.23 32 1972 8 1 0 0 0 0 0 0 1 0 0 0 0 0
6.6 100 1918 84 0 0 0 0 0 0 0 0 0 0 1 0 0
5.21 71 1957 366 1 0 0 0 0 0 0 0 1 0 0 0 0
6.06 74 1995 322 0 0 0 0 0 0 0 0 0 1 0 0 0
13.08 57 1994 252 1 0 0 0 0 0 0 0 1 0 0 0 0
7.64 79 1986 161 1 0 0 0 0 0 0 0 0 1 0 0 0
3.95 96 1918 42 1 0 1 1 0 0 0 0 0 1 0 0 0
9.24 26 1957 108 0 0 0 0 0 0 0 1 0 0 0 0 0
3.62 36 1948 319 0 0 1 1 0 0 0 0 1 0 0 0 0
7.81 57 1918 319 0 0 0 0 0 0 0 0 1 0 0 0 0
9.43 90 1918 144 1 0 0 0 0 0 0 0 0 0 1 0 0
8.84 100 1918 296 1 0 0 0 0 0 0 0 0 0 1 0 0
7.77 65 1991 223 0 0 0 0 0 0 0 0 1 0 0 0 0
11.29 56 1966 306 0 0 0 0 0 0 1 0 1 0 0 0 0
11.38 128 1918 84 0 0 0 0 0 0 0 0 0 0 0 1 0
7.87 87 1966 131 1 0 0 0 1 0 0 0 0 1 0 0 0
6.54 32 1969 154 0 0 0 0 0 0 0 1 0 0 0 0 0
6.8 60 1966 54 0 0 0 0 0 0 0 0 1 0 0 0 0
11.17 98 1960 97 0 1 0 0 0 0 0 0 0 1 0 0 0
5.1 77 1970 290 0 0 0 0 0 0 0 0 0 1 0 0 0
9.46 128 1918 101 1 0 0 0 0 1 1 0 0 1 0 0 0
6.29 117 1918 76 0 0 0 1 1 0 0 0 0 1 0 0 0
11.5 56 1993 354 1 0 0 0 0 0 0 0 1 0 0 0 0
5.48 51 1957 80 0 0 0 1 1 0 0 0 1 0 0 0 0
9.65 58 1998 76 0 0 0 0 0 0 0 0 1 0 0 0 0
6.84 102 1918 40 1 0 0 0 0 0 0 0 0 1 0 0 0
13.73 108 1918 133 1 0 0 0 0 0 0 0 0 1 0 0 0
8.91 39 1970 118 0 0 0 0 0 0 0 1 0 0 0 0 0
5.44 52 1966 292 0 0 0 0 0 0 0 0 1 0 0 0 0
9.49 97 1966 132 1 0 0 0 1 0 0 0 0 0 1 0 0
11.22 80 1994 123 0 0 0 0 0 0 1 0 0 1 0 0 0
6.53 61 1966 277 0 0 0 0 1 0 0 0 0 1 0 0 0
6.78 67 1960 202 0 0 0 0 1 0 0 0 0 1 0 0 0
7.28 88 1966 20 1 0 0 0 0 0 0 0 0 1 0 0 0
3.43 44 1924 131 1 0 0 1 1 0 0 0 1 0 0 0 0
6.84 79 1918 96 1 0 0 0 0 0 0 0 1 0 0 0 0
11.33 54 1980 23 1 0 0 0 0 1 0 0 1 0 0 0 0
5.11 50 1918 277 0 0 1 1 0 0 0 0 1 0 0 0 0
7.66 88 1983 124 0 0 0 0 0 1 0 0 0 0 1 0 0
9.75 72 1957 132 1 0 0 0 0 0 0 0 0 1 0 0 0
9.74 75 1981 153 0 0 0 0 0 0 0 0 0 1 0 0 0
7.84 54 1948 127 0 0 0 0 0 0 0 0 0 1 0 0 0
1.89 102 1918 95 1 0 0 0 0 0 0 0 0 0 1 0 0
8.55 44 1999 303 0 0 0 0 0 0 0 1 0 0 0 0 0
7.23 78 1948 127 0 0 0 0 1 0 0 0 0 1 0 0 0
6.48 51 1957 189 0 0 0 0 0 0 0 0 1 0 0 0 0
2.88 61 1918 129 0 0 0 1 1 0 0 0 1 0 0 0 0
9.42 36 1960 113 0 0 0 0 0 0 0 1 0 0 0 0 0
4.09 72 1918 43 1 0 1 1 0 0 0 0 0 1 0 0 0
8.88 93 1918 41 1 0 0 0 0 0 0 0 0 1 0 0 0
9.96 92 1948 39 0 0 0 0 0 0 0 0 0 0 1 0 0
7.88 62 1957 66 0 0 0 0 0 0 0 0 0 1 0 0 0
3.72 55 1973 84 0 0 0 0 0 0 0 0 0 1 0 0 0
8.81 174 1918 134 1 0 0 0 0 0 0 0 0 1 0 0 0
8.12 80 1918 84 0 0 0 0 0 0 0 0 0 1 0 0 0
4.47 178 1918 329 1 0 1 1 0 0 0 0 0 0 0 0 1
8.89 42 1970 246 1 0 0 0 1 0 0 1 0 0 0 0 0
8.12 64 1966 124 0 0 0 0 0 0 0 0 0 1 0 0 0
5.2 77 1966 286 0 0 0 0 0 1 0 0 0 1 0 0 0
5.16 107 1918 102 1 0 0 0 1 0 0 0 0 0 0 1 0
8.82 116 1918 98 1 0 0 0 0 0 0 0 0 0 1 0 0
2.49 60 1957 54 0 0 1 1 1 0 0 0 0 1 0 0 0
7.37 97 1918 8 1 0 0 0 0 0 0 0 0 0 1 0 0
16.81 17 1969 64 0 0 0 0 0 0 0 1 0 0 0 0 0
7.78 90 1948 54 0 0 0 0 0 0 0 0 0 0 1 0 0
8.54 54 1960 290 0 0 0 0 0 0 0 0 1 0 0 0 0
11.04 81 1918 49 0 0 0 0 0 0 0 0 0 1 0 0 0
10.65 56 1966 358 0 0 0 0 0 0 0 0 1 0 0 0 0
7.66 37 1969 120 0 0 0 0 1 0 0 1 0 0 0 0 0
8.15 56 1991 198 1 0 0 0 0 1 1 1 0 0 0 0 0
5.06 79 1957 83 0 0 0 1 1 0 0 0 0 1 0 0 0
7.89 43 1976 248 0 0 0 0 0 0 0 1 0 0 0 0 0
5.06 72 1966 243 0 0 0 0 0 0 0 0 0 1 0 0 0
11.72 34 1966 49 1 0 0 0 0 0 0 1 0 0 0 0 0
9.62 34 1918 363 0 0 0 0 0 0 0 1 0 0 0 0 0
7.51 78 1989 181 0 0 0 0 0 0 1 0 0 1 0 0 0
8.72 67 1948 89 1 0 0 0 0 0 0 0 1 0 0 0 0
10.85 66 1988 246 1 0 0 0 0 0 0 0 1 0 0 0 0
9.83 39 1957 327 0 0 0 0 0 0 0 0 1 0 0 0 0
9.4 91 1998 305 0 0 0 0 0 0 0 0 0 1 0 0 0
7.38 40 1967 336 0 0 0 0 0 0 0 1 0 0 0 0 0
10.31 77 1973 114 0 0 0 0 0 1 0 0 0 1 0 0 0
6.66 81 1975 248 1 0 0 0 0 0 0 0 0 1 0 0 0
10.21 64 1918 147 1 0 0 0 0 0 0 0 1 0 0 0 0
11.67 49 1984 62 0 1 0 0 0 0 0 0 1 0 0 0 0
11.12 87 1918 29 1 0 0 0 0 1 0 0 1 0 0 0 0
7.75 35 1966 110 0 0 0 0 0 0 0 1 0 0 0 0 0
11.59 105 1974 61 0 1 0 0 0 1 1 0 0 0 1 0 0
9.15 65 1992 154 0 0 0 0 0 0 0 0 1 0 0 0 0
8.18 30 1957 261 1 0 0 0 0 0 0 1 0 0 0 0 0
6.44 120 1966 72 0 0 0 0 0 0 0 0 0 0 0 1 0
9.88 50 1976 375 1 0 0 0 0 0 0 0 1 0 0 0 0
10.14 97 1957 102 0 0 0 0 0 0 0 0 0 0 1 0 0
4.42 50 1957 277 0 0 1 1 1 0 0 0 1 0 0 0 0
6.26 140 1918 49 1 0 0 0 0 0 1 0 0 0 0 1 0
8.27 67 1957 308 0 0 0 0 1 0 0 0 0 1 0 0 0
9.72 51 1973 121 1 0 0 0 0 1 0 0 1 0 0 0 0
8.98 59 1973 129 0 0 0 0 1 0 0 0 1 0 0 0 0
11.78 60 1993 370 1 0 0 0 1 0 0 0 1 0 0 0 0
11.02 70 1918 363 1 0 0 0 0 0 0 0 1 0 0 0 0
16.08 20 1957 98 1 0 0 0 0 0 0 1 0 0 0 0 0
9.04 77 1948 158 0 1 0 0 1 0 0 0 0 1 0 0 0
10.36 37 1973 277 0 0 0 0 0 0 0 1 0 0 0 0 0
2.95 90 1918 277 0 0 1 1 0 0 0 0 0 0 1 0 0
6.43 78 1957 144 1 0 0 0 1 0 0 0 1 0 0 0 0
13.64 80 1957 255 1 0 0 0 0 0 1 0 0 1 0 0 0
6.52 53 1948 125 0 0 0 0 1 0 0 0 1 0 0 0 0
7.17 39 1960 14 1 0 0 0 1 0 0 1 0 0 0 0 0
3.82 92 1948 96 1 0 1 1 1 0 0 0 0 0 1 0 0
11.93 60 1998 61 0 1 0 0 0 0 1 0 1 0 0 0 0
5.56 47 1948 172 0 0 0 0 1 1 0 1 0 0 0 0 0
10.05 86 1966 349 0 0 0 0 0 0 0 0 0 1 0 0 0
11.07 92 1983 105 1 0 0 0 0 1 1 0 0 1 0 0 0
9.02 100 1957 46 0 0 0 0 0 0 0 0 0 1 0 0 0
9.58 60 1972 55 0 0 0 0 0 0 0 0 1 0 0 0 0
11.36 23 1968 54 0 0 0 0 0 0 0 1 0 0 0 0 0
12.37 88 1960 87 1 0 0 0 0 0 0 0 0 1 0 0 0
5.21 96 1973 120 0 0 0 0 0 0 0 0 0 0 1 0 0
6.14 59 1957 20 1 0 1 1 1 0 0 0 1 0 0 0 0
7.7 67 1918 30 1 0 0 0 0 0 0 0 1 0 0 0 0
8.32 69 1966 189 0 0 0 0 0 0 0 0 0 1 0 0 0
10.04 64 1966 178 0 0 0 0 1 0 0 0 1 0 0 0 0
